from_date,department,section,barcode,item_num,item_description,purchase_price,selling_price,quantity
2024-02-19,Produits laitiers,52,2133010000000.0,31827,Lait Centrale,48.0,54.95,174.037
2024-02-19,Tapicerie,55,2000000000000.0,484555,Couscous,15.5,24.95,7.0
2024-02-19,Charcuterie,55,2165930000000.0,299512,Khlii,25.358,44.95,10.0
2024-02-19,Boulangerie,51,2122710000000.0,30594,Pain traditionnel,53.0,64.95,15.207
2024-02-19,Fruits et legumes,50,2110460000000.0,389654,Dattes Medjool,82.463,109.95,23.337
2024-02-19,Boissons,50,2110400000000.0,483567,Jus d'orange frais,22.463,29.95,0.573
2024-02-19,Tapicerie,56,2176640000000.0,32634,Huile d'olive,4.85,5.95,268.333
2024-02-19,Produits laitiers,52,2133200000000.0,32334,Yaourt nature,93.84,112.95,40.561
2024-02-19,Hygiene,50,2110580000000.0,389649,Savon noir,48.713,64.95,12.003
2024-02-19,Produits laitiers,51,2122700000000.0,332642,Fromage Jben,53.0,64.95,10.914
2024-02-19,Fruits et legumes,55,2165560000000.0,35490,Poivrons rouges,86.08,149.95,2.0
2024-02-19,Tapicerie,52,2133200000000.0,32332,Semoule fine,86.0,104.95,31.105
2024-02-19,Produits laitiers,52,2133350000000.0,426236,Lait Centrale,130.0,164.95,9.059
2024-02-19,Tapicerie,55,2165820000000.0,442958,Couscous,11.27,14.95,134.0
2024-02-19,Charcuterie,50,2110090000000.0,462274,Khlii,154.0,181.95,0.018
2024-02-19,Boulangerie,50,2110650000000.0,483117,Pain traditionnel,59.962,79.95,13.317
2024-02-19,Fruits et legumes,56,2000000000000.0,43023,Dattes Medjool,19.25,20.0,44.0
2024-02-19,Boissons,55,2165950000000.0,150196,Jus d'orange frais,49.0,79.95,4.555
2024-02-19,Tapicerie,54,2155060000000.0,35410,Huile d'olive,3.007,6.95,53.0
2024-02-19,Produits laitiers,50,2110070000000.0,377731,Yaourt nature,86.0,95.95,0.272
2024-02-19,Hygiene,55,2165570000000.0,119644,Savon noir,82.033,135.95,18.0
2024-02-19,Produits laitiers,52,2133110000000.0,380642,Fromage Jben,43.0,47.95,0.534
2024-02-19,Fruits et legumes,50,2110490000000.0,389720,Poivrons rouges,224.963,299.95,3.384
2024-02-19,Tapicerie,50,2110350000000.0,376762,Semoule fine,14.165,19.95,39.551
2024-02-19,Produits laitiers,50,2110360000000.0,490139,Lait Centrale,56.765,79.95,1.304
2024-02-19,Tapicerie,53,2144160000000.0,173213,Couscous,28.0,29.95,21.488
2024-02-19,Charcuterie,51,2122370000000.0,454288,Khlii,286.0,329.95,0.177
2024-02-19,Boulangerie,50,2111080000000.0,104726,Pain traditionnel,96.0,137.95,16.698
2024-02-19,Fruits et legumes,50,2110050000000.0,372199,Dattes Medjool,80.0,90.95,18.523
2024-02-19,Boissons,50,2111060000000.0,35125,Jus d'orange frais,39.0,62.95,152.351
2024-02-19,Tapicerie,56,2000000000000.0,289236,Huile d'olive,16.0,17.95,69.0
2024-02-19,Produits laitiers,56,2176610000000.0,32588,Yaourt nature,41.0,46.95,84.601
2024-02-19,Hygiene,53,2144030000000.0,316012,Savon noir,85.0,124.95,1.0
2024-02-19,Produits laitiers,56,2000000000000.0,32604,Fromage Jben,6.9,8.5,67.0
2024-02-19,Fruits et legumes,54,2155060000000.0,35408,Poivrons rouges,6.254,13.95,152.0
2024-02-19,Tapicerie,56,2176680000000.0,32762,Semoule fine,6.3,7.95,441.9
2024-02-19,Produits laitiers,52,6224000000000.0,477974,Lait Centrale,51.0,59.95,10.0
2024-02-19,Tapicerie,50,2110920000000.0,419644,Couscous,77.5,102.95,3.348
2024-02-19,Charcuterie,54,2155090000000.0,494259,Khlii,4.5,5.95,140.0
2024-02-19,Boulangerie,53,2144140000000.0,33770,Pain traditionnel,24.75,25.0,164.273
2024-02-19,Fruits et legumes,50,2110620000000.0,483089,Dattes Medjool,37.463,49.95,1.786
2024-02-19,Boissons,50,2111030000000.0,330829,Jus d'orange frais,5.525,8.95,8.0
2024-02-19,Tapicerie,52,6224000000000.0,477964,Huile d'olive,35.0,38.95,164.0
2024-02-19,Produits laitiers,50,2111050000000.0,31032,Yaourt nature,26.0,57.95,7.332
2024-02-19,Hygiene,56,2000000000000.0,33238,Savon noir,3.0,5.95,3.0
2024-02-19,Produits laitiers,50,2110640000000.0,483110,Fromage Jben,210.493,319.95,14.001
2024-02-19,Fruits et legumes,51,2122540000000.0,441329,Poivrons rouges,43.0,50.95,13.983
2024-02-19,Tapicerie,50,2110490000000.0,389717,Semoule fine,50.963,67.95,13.27
2024-02-19,Produits laitiers,50,2110040000000.0,318617,Lait Centrale,77.44,80.0,46.974
2024-02-19,Tapicerie,50,2110120000000.0,318625,Couscous,149.0,171.95,43.913
2024-02-19,Charcuterie,56,2176720000000.0,33693,Khlii,18.0,22.95,3.0
2024-02-19,Boulangerie,52,6223000000000.0,337696,Pain traditionnel,75.4,88.95,10.0
2024-02-19,Fruits et legumes,54,2155030000000.0,486520,Dattes Medjool,5.9,8.95,143.0
2024-02-19,Boissons,50,2110350000000.0,376760,Jus d'orange frais,24.815,34.95,31.74
2024-02-19,Tapicerie,50,2111080000000.0,31025,Huile d'olive,73.0,105.95,24.312
2024-02-19,Produits laitiers,56,2176510000000.0,32619,Yaourt nature,14.0,16.95,58.012
2024-02-19,Hygiene,50,2110530000000.0,411110,Savon noir,22.463,29.95,13.11
2024-02-19,Produits laitiers,56,2176750000000.0,284814,Fromage Jben,19.5,22.95,1.0
2024-02-19,Fruits et legumes,56,2176520000000.0,32621,Poivrons rouges,8.4,10.95,49.927
2024-02-19,Tapicerie,50,2110540000000.0,389583,Semoule fine,124.967,189.95,11.606
2024-02-19,Produits laitiers,56,2176690000000.0,430140,Lait Centrale,6.15,7.95,308.578
2024-02-19,Tapicerie,56,2000000000000.0,32598,Couscous,3.7,4.45,44.0
2024-02-19,Charcuterie,51,2122540000000.0,441324,Khlii,57.0,67.95,66.698
2024-02-19,Boulangerie,57,2000000000000.0,357664,Pain traditionnel,10.05,21.0,1.0
2024-02-19,Fruits et legumes,51,2122330000000.0,432583,Dattes Medjool,393.3,489.95,1.724
2024-02-19,Boissons,56,6224010000000.0,490233,Jus d'orange frais,18.7,21.95,6.0
2024-02-19,Tapicerie,56,2176270000000.0,32484,Huile d'olive,9.75,9.95,42.653
2024-02-19,Produits laitiers,56,2176650000000.0,32648,Yaourt nature,16.0,17.95,31.514
2024-02-19,Hygiene,57,2000000000000.0,357669,Savon noir,6.0,11.0,64.0
2024-02-19,Produits laitiers,50,2110060000000.0,318619,Fromage Jben,110.0,124.95,8.325
2024-02-19,Fruits et legumes,57,2000000000000.0,401391,Poivrons rouges,4.46,7.0,29.0
2024-02-19,Tapicerie,51,2122220000000.0,432572,Semoule fine,259.0,324.95,3.581
2024-02-19,Produits laitiers,53,2144290000000.0,335104,Lait Centrale,61.0,74.95,2.827
2024-02-19,Tapicerie,54,2155050000000.0,35391,Couscous,3.368,7.95,9.0
2024-02-19,Charcuterie,51,2122320000000.0,447158,Khlii,110.0,129.95,2.329
2024-02-19,Boulangerie,50,6224000000000.0,390606,Pain traditionnel,15.0,18.95,61.0
2024-02-19,Fruits et legumes,50,2110330000000.0,376877,Dattes Medjool,85.165,119.95,14.766
2024-02-19,Boissons,50,2110450000000.0,483073,Jus d'orange frais,78.914,119.95,3.036
2024-02-19,Tapicerie,52,6223000000000.0,337707,Huile d'olive,24.75,29.95,8.0
2024-02-19,Produits laitiers,54,2155040000000.0,486535,Yaourt nature,6.3,8.95,111.0
2024-02-19,Hygiene,50,2111100000000.0,421649,Savon noir,55.0,74.95,6.1
2024-02-19,Produits laitiers,53,2144000000000.0,33816,Fromage Jben,65.0,74.95,2.453
2024-02-19,Fruits et legumes,50,2110490000000.0,389721,Poivrons rouges,41.213,54.95,12.526
2024-02-19,Tapicerie,56,2176640000000.0,293014,Semoule fine,6.0,7.45,0.245
2024-02-19,Produits laitiers,56,6224010000000.0,429873,Lait Centrale,8.5,11.95,12.0
2024-02-19,Tapicerie,54,2155310000000.0,295183,Couscous,4.746,9.5,22.0
2024-02-19,Charcuterie,56,2176510000000.0,32613,Khlii,16.0,18.95,447.462
2024-02-19,Boulangerie,56,6224010000000.0,377120,Pain traditionnel,13.25,18.95,6.0
2024-02-19,Fruits et legumes,52,6223000000000.0,337697,Dattes Medjool,99.0,109.95,53.0
2024-02-19,Boissons,54,2155420000000.0,300338,Jus d'orange frais,12.548,39.95,0.437
2024-02-19,Tapicerie,50,2110370000000.0,490146,Huile d'olive,106.465,149.95,0.327
2024-02-19,Produits laitiers,56,2176270000000.0,32485,Yaourt nature,4.35,5.95,195.609
2024-02-19,Hygiene,57,2000000000000.0,357130,Savon noir,2.05,6.0,687.0
2024-02-19,Produits laitiers,56,2176460000000.0,276220,Fromage Jben,29.0,32.95,162.461
2024-02-19,Fruits et legumes,54,2155060000000.0,336643,Poivrons rouges,2.905,6.95,5.0
2024-02-19,Tapicerie,51,2122500000000.0,447159,Semoule fine,56.0,69.95,28.084
2024-02-19,Produits laitiers,57,2000000000000.0,390416,Lait Centrale,2.604,6.0,460.0
2024-02-19,Tapicerie,56,8888000000000.0,475886,Couscous,3.5,4.75,12.0
2024-02-19,Charcuterie,57,2000000000000.0,357692,Khlii,8.6,17.0,17.0
2024-02-19,Boulangerie,50,2110920000000.0,419643,Pain traditionnel,50.75,68.75,7.389
2024-02-19,Fruits et legumes,50,2110990000000.0,47787,Dattes Medjool,43.0,59.95,60.862
2024-02-19,Boissons,50,2110570000000.0,389633,Jus d'orange frais,105.23,159.95,0.05
2024-02-19,Tapicerie,51,2122030000000.0,81527,Huile d'olive,30.0,34.25,0.494
2024-02-19,Produits laitiers,56,6223000000000.0,51425,Yaourt nature,58.0,72.95,15.0
2024-02-19,Hygiene,56,6222010000000.0,315997,Savon noir,21.0,20.0,9.0
2024-02-19,Produits laitiers,55,2165550000000.0,87456,Fromage Jben,69.568,109.95,8.0
2024-02-19,Fruits et legumes,56,2000000000000.0,391321,Poivrons rouges,4.75,4.95,6.0
2024-02-19,Tapicerie,50,2110000000000.0,318620,Semoule fine,88.0,97.95,20.61
2024-02-19,Produits laitiers,56,2176280000000.0,32490,Lait Centrale,2.5,2.95,342.568
2024-02-19,Tapicerie,54,2155050000000.0,488281,Couscous,4.5,6.5,250.0
2024-02-19,Charcuterie,50,2110470000000.0,389668,Khlii,89.963,119.95,5.233
2024-02-19,Boulangerie,52,2133410000000.0,426250,Pain traditionnel,105.0,139.95,48.202
2024-02-19,Fruits et legumes,56,2176270000000.0,32494,Dattes Medjool,7.0,7.95,174.1
2024-02-19,Boissons,56,2176520000000.0,32606,Jus d'orange frais,11.5,9.0,93.917
2024-02-19,Tapicerie,52,2133270000000.0,31901,Huile d'olive,0.01,5.95,52.304
2024-02-19,Produits laitiers,56,6223000000000.0,423292,Yaourt nature,4.25,5.45,1.0
2024-02-19,Hygiene,52,6224000000000.0,477976,Savon noir,30.75,36.95,3.0
2024-02-19,Produits laitiers,50,2111060000000.0,351210,Fromage Jben,71.0,102.95,0.674
2024-02-19,Fruits et legumes,53,2144280000000.0,51917,Poivrons rouges,120.0,139.95,3.217
2024-02-19,Tapicerie,56,2176150000000.0,398992,Semoule fine,22.75,22.95,49.002
2024-02-19,Produits laitiers,55,2165820000000.0,442961,Lait Centrale,6.35,14.95,13.0
2024-02-19,Tapicerie,50,2110580000000.0,483591,Couscous,32.862,49.95,12.401
2024-02-19,Charcuterie,50,2110910000000.0,214105,Khlii,4.0,7.0,1.054
2024-02-19,Boulangerie,56,2000000000000.0,430468,Pain traditionnel,0.8,0.95,93.0
2024-02-19,Fruits et legumes,56,2176270000000.0,32483,Dattes Medjool,10.45,9.95,270.935
2024-02-19,Boissons,56,2176110000000.0,283461,Jus d'orange frais,27.5,29.95,79.797
2024-02-19,Tapicerie,51,2122190000000.0,487170,Huile d'olive,36.0,43.95,10.697
2024-02-19,Produits laitiers,51,2122010000000.0,301138,Yaourt nature,30.0,34.95,10.772
2024-02-19,Hygiene,52,2133300000000.0,426665,Savon noir,127.79,159.95,5.444
2024-02-19,Produits laitiers,57,2000000000000.0,357131,Fromage Jben,2.05,6.0,4.0
2024-02-19,Fruits et legumes,54,2155310000000.0,295184,Poivrons rouges,4.001,9.0,5.0
2024-02-19,Tapicerie,57,2000000000000.0,357765,Semoule fine,2.3,6.0,1.0
2024-02-19,Produits laitiers,50,6224000000000.0,450904,Lait Centrale,18.0,25.95,10.0
2024-02-19,Tapicerie,50,2111050000000.0,31042,Couscous,35.0,50.95,74.317
2024-02-19,Charcuterie,50,2110600000000.0,483593,Khlii,319.046,484.95,1.194
2024-02-19,Boulangerie,56,2176670000000.0,311739,Pain traditionnel,8.9,9.95,143.529
2024-02-19,Fruits et legumes,52,6224000000000.0,477975,Dattes Medjool,26.25,30.95,26.0
2024-02-19,Boissons,55,2165560000000.0,35491,Jus d'orange frais,74.197,135.95,5.0
2024-02-19,Tapicerie,50,2110450000000.0,389620,Huile d'olive,171.02,259.95,0.07
2024-02-19,Produits laitiers,56,2176520000000.0,32607,Yaourt nature,13.0,13.95,8.661
2024-02-19,Hygiene,55,2165570000000.0,168768,Savon noir,97.448,159.95,15.0
2024-02-19,Produits laitiers,50,2110580000000.0,389682,Fromage Jben,312.467,474.95,2.456
2024-02-19,Fruits et legumes,50,2110590000000.0,389691,Poivrons rouges,108.713,144.95,4.07
2024-02-19,Tapicerie,50,2110500000000.0,389728,Semoule fine,18.713,24.95,5.39
2024-02-19,Produits laitiers,50,2110990000000.0,30984,Lait Centrale,49.004,76.95,16.396
2024-02-19,Tapicerie,50,2110470000000.0,389666,Couscous,239.963,319.95,1.11
2024-02-19,Charcuterie,56,2000000000000.0,289478,Khlii,4.5,4.95,14.0
2024-02-19,Boulangerie,54,2155070000000.0,291411,Pain traditionnel,4.982,12.95,6.0
2024-02-19,Fruits et legumes,50,2111070000000.0,31021,Dattes Medjool,98.0,140.95,57.296
2024-02-19,Boissons,51,2122390000000.0,341121,Jus d'orange frais,78.65,94.95,7.548
2024-02-19,Tapicerie,50,2110560000000.0,389617,Huile d'olive,624.967,949.95,0.784
2024-02-19,Produits laitiers,50,2111020000000.0,214078,Yaourt nature,4.523,6.95,82.0
2024-02-19,Hygiene,57,2000000000000.0,442450,Savon noir,2.4,4.0,1347.0
2024-02-19,Produits laitiers,51,2122020000000.0,323514,Fromage Jben,29.0,34.95,2.405
2024-02-19,Fruits et legumes,56,2176460000000.0,32768,Poivrons rouges,43.0,49.95,57.851
2024-02-19,Tapicerie,50,2111040000000.0,30731,Semoule fine,14.49,24.95,26.0
2024-02-19,Produits laitiers,52,2133010000000.0,31779,Lait Centrale,42.0,46.95,18.554
2024-02-19,Tapicerie,56,2176520000000.0,32608,Couscous,12.75,13.75,7.961
2024-02-19,Charcuterie,57,2000000000000.0,357671,Khlii,11.83,16.95,11.0
2024-02-19,Boulangerie,55,2165860000000.0,94160,Pain traditionnel,7.854,14.95,34.0
2024-02-19,Fruits et legumes,56,2000000000000.0,32642,Dattes Medjool,3.75,3.95,67.0
2024-02-19,Boissons,51,2122360000000.0,432597,Jus d'orange frais,259.25,324.95,0.964
2024-02-19,Tapicerie,53,2144530000000.0,319418,Huile d'olive,152.0,179.95,79.72
2024-02-19,Produits laitiers,53,2144160000000.0,173305,Yaourt nature,70.0,94.95,4.44
2024-02-19,Hygiene,50,2110500000000.0,389731,Savon noir,26.213,34.95,26.247
2024-02-19,Produits laitiers,56,2000000000000.0,32593,Fromage Jben,4.95,5.75,139.0
2024-02-19,Fruits et legumes,51,2122160000000.0,323519,Poivrons rouges,72.0,80.0,247.17
2024-02-19,Tapicerie,56,2000000000000.0,443766,Semoule fine,5.25,6.95,20.0
2024-02-19,Produits laitiers,56,2176520000000.0,32631,Lait Centrale,5.45,4.5,925.949
2024-02-19,Tapicerie,52,2133290000000.0,426175,Couscous,127.79,157.95,11.77
2024-02-19,Charcuterie,51,2122330000000.0,235621,Khlii,190.0,219.95,1.382
2024-02-19,Boulangerie,55,2165930000000.0,299514,Pain traditionnel,10.952,25.0,144.768
2024-02-19,Fruits et legumes,52,2133290000000.0,426166,Dattes Medjool,127.79,157.95,13.143
2024-02-19,Boissons,51,2122390000000.0,341118,Jus d'orange frais,78.65,85.95,8.385
2024-02-19,Tapicerie,50,2110480000000.0,389705,Huile d'olive,74.963,99.95,11.55
2024-02-19,Produits laitiers,54,2155250000000.0,112410,Yaourt nature,12.165,20.0,125.227
2024-02-19,Hygiene,52,2133300000000.0,426177,Savon noir,117.15,157.95,9.634
2024-02-19,Produits laitiers,52,2133110000000.0,380636,Fromage Jben,99.0,109.95,0.373
2024-02-19,Fruits et legumes,53,2144150000000.0,33797,Poivrons rouges,15.0,19.95,54.289
2024-02-19,Tapicerie,56,2000000000000.0,365347,Semoule fine,2.85,3.45,78.0
2024-02-19,Produits laitiers,50,2110480000000.0,483585,Lait Centrale,32.862,49.95,3.281
2024-02-19,Tapicerie,50,2110340000000.0,376751,Couscous,16.295,22.95,11.878
2024-02-19,Charcuterie,50,2111090000000.0,315879,Khlii,31.5,46.45,85.0
2024-02-19,Boulangerie,50,2110460000000.0,389661,Pain traditionnel,52.463,69.95,11.074
2024-02-19,Fruits et legumes,50,2111090000000.0,351204,Dattes Medjool,65.4,91.75,18.508
2024-02-19,Boissons,54,2155140000000.0,36869,Jus d'orange frais,9.996,19.95,150.351
2024-02-19,Tapicerie,50,2110540000000.0,389585,Huile d'olive,407.862,619.95,1.447
2024-02-19,Produits laitiers,50,2110130000000.0,384319,Yaourt nature,163.0,184.95,32.887
2024-02-19,Hygiene,56,2176620000000.0,32611,Savon noir,5.25,6.95,152.849
2024-02-19,Produits laitiers,52,6224000000000.0,477966,Fromage Jben,39.0,45.95,138.0
2024-02-19,Fruits et legumes,53,2144350000000.0,399050,Poivrons rouges,42.0,50.0,171.881
2024-02-19,Tapicerie,50,2110010000000.0,372205,Semoule fine,130.0,155.95,1.825
2024-02-19,Produits laitiers,54,2155080000000.0,494257,Lait Centrale,14.1,19.95,143.0
2024-02-19,Tapicerie,54,2000000000000.0,360340,Couscous,13.514,20.0,41.0
2024-02-19,Charcuterie,50,2110050000000.0,372197,Khlii,80.0,90.95,3.535
2024-02-19,Boulangerie,52,6223000000000.0,216142,Pain traditionnel,48.5,57.95,4.0
2024-02-19,Fruits et legumes,52,6223000000000.0,335059,Dattes Medjool,29.0,30.0,106.0
2024-02-19,Boissons,50,6224000000000.0,307857,Jus d'orange frais,25.0,31.95,9.0
2024-02-19,Tapicerie,50,2110490000000.0,389724,Huile d'olive,71.213,94.95,7.956
2024-02-19,Produits laitiers,50,2110490000000.0,389722,Yaourt nature,356.213,474.95,2.995
2024-02-19,Hygiene,50,2110130000000.0,384321,Savon noir,150.0,184.95,0.179
2024-02-19,Produits laitiers,56,2176110000000.0,398651,Fromage Jben,22.45,26.95,315.504
2024-02-19,Fruits et legumes,55,2165820000000.0,365582,Poivrons rouges,3.066,8.0,33.0
2024-02-19,Tapicerie,51,2122080000000.0,327041,Semoule fine,46.0,45.95,44.787
2024-02-19,Produits laitiers,51,2122190000000.0,487174,Lait Centrale,98.0,112.95,47.349
2024-02-19,Tapicerie,56,8888000000000.0,466175,Couscous,2.45,2.95,26.0
2024-02-19,Charcuterie,50,2110450000000.0,483072,Khlii,78.914,119.95,0.308
2024-02-19,Boulangerie,50,2110310000000.0,376724,Pain traditionnel,35.465,49.95,27.709
2024-02-19,Fruits et legumes,50,2110490000000.0,389725,Dattes Medjool,52.463,69.95,2.07
2024-02-19,Boissons,52,2133050000000.0,31799,Jus d'orange frais,84.0,94.95,0.41
2024-02-19,Tapicerie,51,2122510000000.0,437275,Huile d'olive,175.0,209.95,5.999
2024-02-19,Produits laitiers,51,2122600000000.0,293077,Yaourt nature,385.0,204.95,0.181
2024-02-19,Hygiene,52,2133290000000.0,426167,Savon noir,127.79,164.95,9.284
2024-02-19,Produits laitiers,54,2000000000000.0,442646,Fromage Jben,15.4,21.95,9.0
2024-02-19,Fruits et legumes,56,6222000000000.0,377127,Poivrons rouges,7.75,9.75,3.0
2024-02-19,Tapicerie,54,2155040000000.0,486537,Semoule fine,4.65,6.95,278.0
2024-02-19,Produits laitiers,54,2155030000000.0,486522,Lait Centrale,8.75,12.95,27.0
2024-02-19,Tapicerie,56,6223000000000.0,421422,Couscous,22.0,27.95,3.0
2024-02-19,Charcuterie,50,2110580000000.0,389648,Khlii,41.213,54.95,13.775
2024-02-19,Boulangerie,50,2110080000000.0,318847,Pain traditionnel,100.0,109.95,0.363
2024-02-19,Fruits et legumes,53,2144590000000.0,421974,Dattes Medjool,58.0,64.95,2.912
2024-02-19,Boissons,56,6224000000000.0,289419,Jus d'orange frais,21.5,23.95,20.0
2024-02-19,Tapicerie,54,2155410000000.0,446944,Huile d'olive,51.975,74.95,137.332
2024-02-19,Produits laitiers,52,2133010000000.0,293065,Yaourt nature,34.0,68.95,10.307
2024-02-19,Hygiene,56,6223000000000.0,390418,Savon noir,19.5,20.0,6.0
2024-02-19,Produits laitiers,50,2110470000000.0,389669,Fromage Jben,32.862,49.95,0.1
2024-02-19,Fruits et legumes,56,2176620000000.0,32820,Poivrons rouges,7.75,9.95,247.002
2024-02-19,Tapicerie,50,2110450000000.0,389652,Semoule fine,78.713,104.95,36.158
2024-02-19,Produits laitiers,50,2110500000000.0,389734,Lait Centrale,19.463,25.95,20.483
2024-02-19,Tapicerie,50,2111090000000.0,31003,Couscous,131.5,188.95,25.943
2024-02-19,Charcuterie,52,2133290000000.0,426165,Khlii,127.79,157.95,12.107
2024-02-19,Boulangerie,51,2122100000000.0,479499,Pain traditionnel,30.0,35.95,1.671
2024-02-19,Fruits et legumes,52,2133010000000.0,31782,Dattes Medjool,51.0,56.95,19.615
2024-02-19,Boissons,53,2144160000000.0,420100,Jus d'orange frais,60.0,84.95,10.572
2024-02-19,Tapicerie,55,2165810000000.0,365578,Huile d'olive,4.2,9.0,36.0
2024-02-19,Produits laitiers,56,6224000000000.0,401251,Yaourt nature,23.0,23.95,2.0
2024-02-19,Hygiene,54,2155020000000.0,486514,Savon noir,1.1,1.5,3.0
2024-02-19,Produits laitiers,54,2155420000000.0,300349,Fromage Jben,14.354,39.95,6.074
2024-02-19,Fruits et legumes,56,2176510000000.0,32617,Poivrons rouges,20.5,22.95,5.631
2024-02-19,Tapicerie,50,2110920000000.0,419656,Semoule fine,69.0,96.95,0.612
2024-02-19,Produits laitiers,57,2000000000000.0,357654,Lait Centrale,6.0,12.0,95.0
2024-02-19,Tapicerie,57,2000000000000.0,361955,Couscous,12.949,25.0,6.0
2024-02-19,Charcuterie,55,2165830000000.0,36830,Khlii,54.999,84.95,12.181
2024-02-19,Boulangerie,50,2110130000000.0,318890,Pain traditionnel,109.0,131.95,15.291
2024-02-19,Fruits et legumes,50,6224000000000.0,390599,Dattes Medjool,25.0,31.95,57.0
2024-02-19,Boissons,54,2155030000000.0,486526,Jus d'orange frais,15.0,19.95,51.0
2024-02-19,Tapicerie,56,2176140000000.0,287827,Huile d'olive,18.5,23.95,1.394
2024-02-19,Produits laitiers,55,2165970000000.0,448062,Yaourt nature,49.0,79.95,0.676
2024-02-19,Hygiene,50,2110480000000.0,389677,Savon noir,37.463,49.95,12.833
2024-02-19,Produits laitiers,50,2110560000000.0,389607,Fromage Jben,105.23,159.95,0.143
2024-02-19,Fruits et legumes,50,2110590000000.0,402560,Poivrons rouges,16.463,21.95,97.544
2024-02-19,Tapicerie,50,2110540000000.0,389587,Semoule fine,263.158,400.0,7.784
2024-02-19,Produits laitiers,55,2165970000000.0,448059,Lait Centrale,55.0,89.95,3.304
2024-02-19,Tapicerie,52,2133400000000.0,426246,Couscous,107.0,143.95,18.869
2024-02-19,Charcuterie,54,2155410000000.0,446945,Khlii,63.525,79.95,10.142
2024-02-19,Boulangerie,50,2110170000000.0,307886,Pain traditionnel,14.5,17.95,0.597
2024-02-19,Fruits et legumes,52,2133500000000.0,426179,Dattes Medjool,94.0,100.0,204.382
2024-02-19,Boissons,56,2176730000000.0,284815,Jus d'orange frais,12.0,15.95,3.0
2024-02-19,Tapicerie,51,2122020000000.0,323515,Huile d'olive,42.0,49.95,1.096
2024-02-19,Produits laitiers,56,2176760000000.0,436960,Yaourt nature,4.7,6.95,18.0
2024-02-19,Hygiene,50,2110060000000.0,372203,Savon noir,130.0,152.95,12.124
2024-02-19,Produits laitiers,55,6223010000000.0,496915,Fromage Jben,156.447,205.0,37.0
2024-02-19,Fruits et legumes,56,6224010000000.0,490244,Poivrons rouges,24.2,27.95,8.0
2024-02-19,Tapicerie,57,2000000000000.0,357689,Semoule fine,6.846,15.0,33.0
2024-02-19,Produits laitiers,53,2144170000000.0,210584,Lait Centrale,60.0,89.95,3.385
2024-02-19,Tapicerie,50,2110100000000.0,318632,Couscous,121.0,142.95,75.581
2024-02-19,Charcuterie,51,2122450000000.0,421976,Khlii,107.35,127.95,82.844
2024-02-19,Boulangerie,56,2176430000000.0,33952,Pain traditionnel,9.5,11.95,560.0
2024-02-19,Fruits et legumes,50,2110650000000.0,483116,Dattes Medjool,59.962,79.95,17.348
2024-02-19,Boissons,55,2165560000000.0,35495,Jus d'orange frais,77.044,135.95,15.0
2024-02-19,Tapicerie,51,2122500000000.0,447165,Huile d'olive,108.0,129.95,4.296
2024-02-19,Produits laitiers,52,2133410000000.0,426259,Yaourt nature,96.0,100.0,155.589
